T05,"Ratio of girls to boys in primary, secondary and tertiary education",,,,,
112,Belarus,2005,Ratio of girls to boys in tertiary education,1.3696,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
112,Belarus,2010,Ratio of girls to boys in tertiary education,1.4466,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
112,Belarus,2015,Ratio of girls to boys in tertiary education,1.3284,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
112,Belarus,2016,Ratio of girls to boys in tertiary education,1.2911,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
112,Belarus,2017,Ratio of girls to boys in tertiary education,1.2434,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
112,Belarus,2018,Ratio of girls to boys in tertiary education,1.1860,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,1995,Ratio of girls to boys in primary education,0.9938,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2005,Ratio of girls to boys in primary education,0.9955,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2010,Ratio of girls to boys in primary education,0.9977,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2015,Ratio of girls to boys in primary education,0.9983,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2016,Ratio of girls to boys in primary education,0.9989,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2017,Ratio of girls to boys in primary education,1.0010,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,1995,Ratio of girls to boys in secondary education,1.0826,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2005,Ratio of girls to boys in secondary education,1.1191,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2010,Ratio of girls to boys in secondary education,1.1392,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2015,Ratio of girls to boys in secondary education,1.1369,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2016,Ratio of girls to boys in secondary education,1.1199,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2017,Ratio of girls to boys in secondary education,1.1207,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,1995,Ratio of girls to boys in tertiary education,1.0186,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2005,Ratio of girls to boys in tertiary education,1.2453,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2010,Ratio of girls to boys in tertiary education,1.2663,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2015,Ratio of girls to boys in tertiary education,1.3072,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2016,Ratio of girls to boys in tertiary education,1.3015,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
56,Belgium,2017,Ratio of girls to boys in tertiary education,1.3056,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,1995,Ratio of girls to boys in primary education,0.9573,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2005,Ratio of girls to boys in primary education,0.9571,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2010,Ratio of girls to boys in primary education,0.9610,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2015,Ratio of girls to boys in primary education,0.9540,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2016,Ratio of girls to boys in primary education,0.9520,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2017,Ratio of girls to boys in primary education,0.9516,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2018,Ratio of girls to boys in primary education,0.9492,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,1995,Ratio of girls to boys in secondary education,1.0271,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2005,Ratio of girls to boys in secondary education,1.0325,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2010,Ratio of girls to boys in secondary education,1.0799,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2015,Ratio of girls to boys in secondary education,1.0273,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2016,Ratio of girls to boys in secondary education,1.0162,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2017,Ratio of girls to boys in secondary education,1.0524,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2018,Ratio of girls to boys in secondary education,1.0413,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2005,Ratio of girls to boys in tertiary education,1.5781,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2010,Ratio of girls to boys in tertiary education,1.5962,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2015,Ratio of girls to boys in tertiary education,1.6079,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2016,Ratio of girls to boys in tertiary education,1.6191,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
84,Belize,2017,Ratio of girls to boys in tertiary education,1.6200,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
204,Benin,1995,Ratio of girls to boys in primary education,0.5658,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
204,Benin,2005,Ratio of girls to boys in primary education,0.7912,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
204,Benin,2010,Ratio of girls to boys in primary education,0.8916,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
204,Benin,2015,Ratio of girls to boys in primary education,0.9302,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
204,Benin,2016,Ratio of girls to boys in primary education,0.9363,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
204,Benin,2017,Ratio of girls to boys in primary education,0.9350,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
204,Benin,2018,Ratio of girls to boys in primary education,0.9373,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
204,Benin,2015,Ratio of girls to boys in secondary education,0.7141,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
204,Benin,2016,Ratio of girls to boys in secondary education,0.7556,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
204,Benin,1995,Ratio of girls to boys in tertiary education,0.2069,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
204,Benin,2010,Ratio of girls to boys in tertiary education,0.3539,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
204,Benin,2015,Ratio of girls to boys in tertiary education,0.4019,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
204,Benin,2016,Ratio of girls to boys in tertiary education,0.4207,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
204,Benin,2017,Ratio of girls to boys in tertiary education,0.4394,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
60,Bermuda,1995,Ratio of girls to boys in primary education,0.9948,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
60,Bermuda,2005,Ratio of girls to boys in primary education,1.0517,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
60,Bermuda,2015,Ratio of girls to boys in primary education,0.9818,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
60,Bermuda,2005,Ratio of girls to boys in secondary education,1.1310,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
60,Bermuda,2010,Ratio of girls to boys in secondary education,1.1760,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
60,Bermuda,2015,Ratio of girls to boys in secondary education,1.1217,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
60,Bermuda,2010,Ratio of girls to boys in tertiary education,2.0568,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
60,Bermuda,2015,Ratio of girls to boys in tertiary education,2.3108,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
60,Bermuda,2017,Ratio of girls to boys in tertiary education,1.6815,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
60,Bermuda,2018,Ratio of girls to boys in tertiary education,1.4987,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,1995,Ratio of girls to boys in primary education,0.7840,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2005,Ratio of girls to boys in primary education,0.9748,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2010,Ratio of girls to boys in primary education,1.0228,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2015,Ratio of girls to boys in primary education,1.0109,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2016,Ratio of girls to boys in primary education,1.0047,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2017,Ratio of girls to boys in primary education,0.9987,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2018,Ratio of girls to boys in primary education,1.0017,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2005,Ratio of girls to boys in secondary education,0.9221,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2010,Ratio of girls to boys in secondary education,1.0357,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2015,Ratio of girls to boys in secondary education,1.0684,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2016,Ratio of girls to boys in secondary education,1.1061,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2017,Ratio of girls to boys in secondary education,1.1150,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2018,Ratio of girls to boys in secondary education,1.1299,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2005,Ratio of girls to boys in tertiary education,0.6065,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2010,Ratio of girls to boys in tertiary education,0.6234,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
64,Bhutan,2018,Ratio of girls to boys in tertiary education,0.9924,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
68,Bolivia (Plurin. State of),1995,Ratio of girls to boys in primary education,0.9706,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
68,Bolivia (Plurin. State of),2005,Ratio of girls to boys in primary education,1.0012,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
68,Bolivia (Plurin. State of),2010,Ratio of girls to boys in primary education,0.9943,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
68,Bolivia (Plurin. State of),2015,Ratio of girls to boys in primary education,0.9797,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
68,Bolivia (Plurin. State of),2016,Ratio of girls to boys in primary education,0.9838,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
68,Bolivia (Plurin. State of),2017,Ratio of girls to boys in primary education,0.9870,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
68,Bolivia (Plurin. State of),2018,Ratio of girls to boys in primary education,0.9900,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
68,Bolivia (Plurin. State of),2005,Ratio of girls to boys in secondary education,0.9542,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
68,Bolivia (Plurin. State of),2010,Ratio of girls to boys in secondary education,0.9958,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
68,Bolivia (Plurin. State of),2015,Ratio of girls to boys in secondary education,0.9853,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
68,Bolivia (Plurin. State of),2016,Ratio of girls to boys in secondary education,0.9806,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
68,Bolivia (Plurin. State of),2017,Ratio of girls to boys in secondary education,0.9789,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
68,Bolivia (Plurin. State of),2018,Ratio of girls to boys in secondary education,0.9791,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
72,Botswana,1995,Ratio of girls to boys in primary education,1.0191,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
72,Botswana,2005,Ratio of girls to boys in primary education,0.9873,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
72,Botswana,2015,Ratio of girls to boys in primary education,0.9778,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
72,Botswana,1995,Ratio of girls to boys in secondary education,1.0808,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
72,Botswana,2005,Ratio of girls to boys in secondary education,1.0288,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
72,Botswana,1995,Ratio of girls to boys in tertiary education,0.8284,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
72,Botswana,2005,Ratio of girls to boys in tertiary education,0.8607,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
72,Botswana,2015,Ratio of girls to boys in tertiary education,1.3408,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
72,Botswana,2016,Ratio of girls to boys in tertiary education,1.4150,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
72,Botswana,2017,Ratio of girls to boys in tertiary education,1.4278,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
76,Brazil,2005,Ratio of girls to boys in primary education,0.9413,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
76,Brazil,2015,Ratio of girls to boys in primary education,0.9595,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
76,Brazil,2016,Ratio of girls to boys in primary education,0.9747,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
76,Brazil,2017,Ratio of girls to boys in primary education,0.9661,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
76,Brazil,2005,Ratio of girls to boys in secondary education,1.1005,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
76,Brazil,2015,Ratio of girls to boys in secondary education,1.0560,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
76,Brazil,2016,Ratio of girls to boys in secondary education,1.0474,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
76,Brazil,2017,Ratio of girls to boys in secondary education,1.0313,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
76,Brazil,2005,Ratio of girls to boys in tertiary education,1.2858,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
76,Brazil,2015,Ratio of girls to boys in tertiary education,1.3398,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
76,Brazil,2016,Ratio of girls to boys in tertiary education,1.3815,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
76,Brazil,2017,Ratio of girls to boys in tertiary education,1.3657,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
92,British Virgin Islands,1995,Ratio of girls to boys in primary education,1.0035,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
92,British Virgin Islands,2005,Ratio of girls to boys in primary education,0.9569,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
92,British Virgin Islands,2015,Ratio of girls to boys in primary education,0.9366,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
92,British Virgin Islands,2016,Ratio of girls to boys in primary education,0.9454,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
92,British Virgin Islands,2017,Ratio of girls to boys in primary education,0.9576,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
92,British Virgin Islands,2005,Ratio of girls to boys in secondary education,1.1173,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
92,British Virgin Islands,2010,Ratio of girls to boys in secondary education,1.0178,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
92,British Virgin Islands,2015,Ratio of girls to boys in secondary education,1.0853,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
92,British Virgin Islands,2016,Ratio of girls to boys in secondary education,1.1126,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
92,British Virgin Islands,2017,Ratio of girls to boys in secondary education,1.1119,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
92,British Virgin Islands,2015,Ratio of girls to boys in tertiary education,1.7942,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
92,British Virgin Islands,2016,Ratio of girls to boys in tertiary education,1.5850,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
92,British Virgin Islands,2018,Ratio of girls to boys in tertiary education,1.7968,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
96,Brunei Darussalam,1995,Ratio of girls to boys in primary education,0.9498,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
96,Brunei Darussalam,2005,Ratio of girls to boys in primary education,0.9615,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
96,Brunei Darussalam,2010,Ratio of girls to boys in primary education,0.9956,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
96,Brunei Darussalam,2015,Ratio of girls to boys in primary education,0.9967,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
96,Brunei Darussalam,2016,Ratio of girls to boys in primary education,0.9990,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
96,Brunei Darussalam,2017,Ratio of girls to boys in primary education,1.0001,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
96,Brunei Darussalam,2018,Ratio of girls to boys in primary education,1.0083,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
